,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
785,AVM,AVH,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0
786,AVM,AVJ,5.0,6.0,1.0,0.0,0.0,3,12.0,12.0,3,0,cel_specific,12.0
787,AVM,BDU,6.0,5.0,9.0,0.0,0.0,3,20.0,6.666666666666667,3,0,cel_specific,20.0
788,AVM,DBn,0.0,0.0,0.0,0.0,4.0,1,4.0,4.0,0,1,not specific,4.0
789,AVM,FLP,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
790,AVM,PVC,13.0,16.0,36.0,0.0,0.0,3,65.0,65.0,3,0,cel_specific,65.0
791,AVM,PVN,1.0,1.0,10.0,0.0,0.0,3,12.0,3.0,3,0,cel_specific,12.0
792,AVM,RIC,0.0,0.0,0.0,8.0,3.0,2,11.0,3.6666666666666665,0,2,pristi_specific,11.0
793,AVM,RID,0.0,0.0,3.0,0.0,0.0,1,3.0,0.75,1,0,not specific,3.0
794,AVM,RME,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0
795,AVM,RMG,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
796,AVM,SIB,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
797,AWA,ADA,1.0,0.0,2.0,0.0,2.0,3,5.0,1.6666666666666667,2,1,not specific,5.0
798,AWA,ADF,3.0,3.0,12.0,7.0,0.0,4,25.0,25.0,3,1,not specific,25.0
799,AWA,ADL,1.0,3.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
800,AWA,AFD,9.0,11.0,30.0,0.0,0.0,3,50.0,50.0,3,0,cel_specific,50.0
801,AWA,AIA,4.0,4.0,3.0,2.0,0.0,4,13.0,13.0,3,1,not specific,13.0
802,AWA,AIB,1.0,0.0,0.0,45.0,9.0,3,55.0,18.333333333333332,1,2,not specific,55.0
803,AWA,AIM,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
804,AWA,AIN,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
805,AWA,AIY,7.0,9.0,11.0,30.0,0.0,4,57.0,28.5,3,1,not specific,57.0
806,AWA,AIZ,26.0,26.0,51.0,50.0,3.0,5,156.0,156.0,3,2,core,156.0
807,AWA,ASE,10.0,12.0,12.0,25.0,0.0,4,59.0,59.0,3,1,not specific,59.0
808,AWA,ASG,0.0,2.0,2.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0
809,AWA,ASH,3.0,2.0,2.0,0.0,0.0,3,7.0,,3,0,cel_specific,7.0
810,AWA,ASI,0.0,1.0,2.0,1.0,0.0,3,4.0,,2,1,not specific,4.0
811,AWA,ASK,2.0,0.0,0.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
812,AWA,AUA,2.0,0.0,1.0,2.0,0.0,3,5.0,5.0,2,1,not specific,5.0
813,AWA,AVB,0.0,0.0,0.0,8.0,5.0,2,13.0,13.0,0,2,pristi_specific,13.0
814,AWA,AWA,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific,5.0
815,AWA,AWB,9.0,11.0,14.0,0.0,2.0,4,36.0,18.0,3,1,not specific,36.0
816,AWA,AWC,0.0,0.0,0.0,0.0,11.0,1,11.0,5.5,0,1,not specific,11.0
817,AWA,HSN,1.0,2.0,0.0,3.0,0.0,3,6.0,1.5,2,1,not specific,6.0
818,AWA,PVN,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
819,AWA,PVQ,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
820,AWA,RIA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
821,AWA,RIF,5.0,1.0,6.0,0.0,0.0,3,12.0,4.0,3,0,cel_specific,12.0
822,AWA,RIG,0.0,1.0,6.0,0.0,0.0,2,7.0,2.3333333333333335,2,0,not specific,7.0
823,AWA,RIH,0.0,0.0,0.0,16.0,0.0,1,16.0,5.333333333333333,0,1,not specific,16.0
824,AWA,RIM,0.0,0.0,0.0,18.0,5.0,2,23.0,4.6,0,2,pristi_specific,23.0
825,AWA,RIR,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
826,AWA,SMB,0.0,0.0,0.0,11.0,0.0,1,11.0,11.0,0,1,not specific,11.0
827,AWB,ADA,0.0,0.0,0.0,8.0,5.0,2,13.0,6.5,0,2,pristi_specific,13.0
828,AWB,ADF,23.0,21.0,32.0,25.0,6.0,5,107.0,107.0,3,2,core,107.0
829,AWB,ADL,0.0,0.0,0.0,7.0,3.0,2,10.0,10.0,0,2,pristi_specific,10.0
830,AWB,AIA,1.0,5.0,4.0,12.0,8.0,5,30.0,30.0,3,2,core,30.0
831,AWB,AIB,0.0,0.0,1.0,10.0,3.0,3,14.0,14.0,1,2,not specific,14.0
832,AWB,AIM,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
833,AWB,AIY,1.0,1.0,2.0,5.0,4.0,5,13.0,13.0,3,2,core,13.0
834,AWB,AIZ,13.0,14.0,23.0,7.0,0.0,4,57.0,,3,1,not specific,57.0
835,AWB,ALM,0.0,0.0,0.0,19.0,3.0,2,22.0,22.0,0,2,pristi_specific,22.0
836,AWB,ASE,1.0,0.0,2.0,9.0,0.0,3,12.0,,2,1,not specific,12.0
837,AWB,ASG,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
838,AWB,ASH,0.0,1.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
839,AWB,ASI,0.0,0.0,0.0,11.0,0.0,1,11.0,5.5,0,1,not specific,11.0
840,AWB,ASJ,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
841,AWB,AUA,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
842,AWB,AVB,0.0,0.0,4.0,74.0,14.0,3,92.0,30.666666666666668,1,2,not specific,92.0
843,AWB,AVD,0.0,0.0,0.0,53.0,10.0,2,63.0,63.0,0,2,pristi_specific,63.0
844,AWB,AVH,0.0,3.0,2.0,0.0,0.0,2,5.0,1.25,2,0,not specific,5.0
845,AWB,AVJ,0.0,0.0,0.0,20.0,19.0,2,39.0,39.0,0,2,pristi_specific,39.0
846,AWB,AWA,2.0,2.0,2.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific,6.0
847,AWB,AWB,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific,6.0
848,AWB,AWC,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
849,AWB,HSN,1.0,0.0,5.0,2.0,0.0,3,8.0,4.0,2,1,not specific,8.0
850,AWB,OLQ,0.0,0.0,1.0,1.0,0.0,2,2.0,1.0,1,1,not specific,2.0
851,AWB,PVC,0.0,0.0,0.0,18.0,2.0,2,20.0,20.0,0,2,pristi_specific,20.0
852,AWB,PVN,0.0,0.0,0.0,2.0,2.0,2,4.0,4.0,0,2,pristi_specific,4.0
853,AWB,PVP,0.0,0.0,0.0,7.0,0.0,1,7.0,3.5,0,1,not specific,7.0
854,AWB,PVQ,0.0,0.0,0.0,2.0,0.0,1,2.0,,0,1,not specific,2.0
855,AWB,RIA,3.0,2.0,13.0,18.0,13.0,5,49.0,,3,2,core,49.0
856,AWB,RIB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
857,AWB,RIF,0.0,0.0,1.0,27.0,0.0,2,28.0,28.0,1,1,not specific,28.0
858,AWB,RIG,2.0,4.0,2.0,0.0,0.0,3,8.0,8.0,3,0,cel_specific,8.0
859,AWB,RIR,0.0,2.0,7.0,17.0,6.0,4,32.0,32.0,2,2,not specific,32.0
860,AWB,RIS,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
861,AWB,SIA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
862,AWB,SIB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
863,AWB,SMB,3.0,3.0,5.0,0.0,0.0,3,11.0,11.0,3,0,cel_specific,11.0
864,AWB,URY,0.0,0.0,1.0,42.0,7.0,3,50.0,50.0,1,2,not specific,50.0
865,AWC,ADF,0.0,0.0,1.0,0.0,2.0,2,3.0,1.0,1,1,not specific,3.0
866,AWC,ADL,0.0,0.0,0.0,8.0,0.0,1,8.0,2.0,0,1,not specific,8.0
867,AWC,AFD,0.0,2.0,2.0,1.0,2.0,4,7.0,3.5,2,2,not specific,7.0
868,AWC,AIA,22.0,22.0,15.0,21.0,0.0,4,80.0,80.0,3,1,not specific,80.0
869,AWC,AIB,22.0,30.0,35.0,28.0,13.0,5,128.0,42.666666666666664,3,2,core,128.0
870,AWC,AIM,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
871,AWC,AIN,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
872,AWC,AIY,25.0,34.0,56.0,2.0,52.0,5,169.0,84.5,3,2,core,169.0
873,AWC,AIZ,2.0,3.0,1.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific,6.0
874,AWC,ASE,7.0,6.0,14.0,0.0,0.0,3,27.0,27.0,3,0,cel_specific,27.0
875,AWC,ASG,0.0,0.0,4.0,9.0,0.0,2,13.0,13.0,1,1,not specific,13.0
876,AWC,ASH,0.0,0.0,1.0,30.0,2.0,3,33.0,8.25,1,2,not specific,33.0
877,AWC,ASI,1.0,2.0,5.0,0.0,0.0,3,8.0,1.6,3,0,cel_specific,8.0
878,AWC,ASK,1.0,0.0,0.0,11.0,0.0,2,12.0,4.0,1,1,not specific,12.0
879,AWC,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
880,AWC,AVE,0.0,0.0,0.0,6.0,0.0,1,6.0,2.0,0,1,not specific,6.0
881,AWC,AWC,24.0,22.0,28.0,0.0,4.0,4,78.0,39.0,3,1,not specific,78.0
882,AWC,BAG,3.0,4.0,0.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
883,AWC,CEP,0.0,0.0,0.0,17.0,0.0,1,17.0,17.0,0,1,not specific,17.0
884,AWC,HSN,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
885,AWC,IL1,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
886,AWC,IL2,1.0,1.0,2.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0
887,AWC,OLL,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
888,AWC,RIA,0.0,0.0,9.0,0.0,0.0,1,9.0,3.0,1,0,not specific,9.0
889,AWC,RIM,0.0,0.0,0.0,4.0,0.0,1,4.0,1.0,0,1,not specific,4.0
890,AWC,RIV,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
891,AWC,RMF,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
892,AWC,SIB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
893,AWC,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
894,BAG,ADF,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
895,BAG,AFD,0.0,1.0,0.0,0.0,4.0,2,5.0,1.6666666666666667,1,1,not specific,5.0
896,BAG,AIB,3.0,2.0,2.0,15.0,0.0,4,22.0,4.4,3,1,not specific,22.0
897,BAG,AIN,0.0,0.0,1.0,2.0,0.0,2,3.0,1.5,1,1,not specific,3.0
898,BAG,AIY,2.0,2.0,3.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific,7.0
899,BAG,AIZ,0.0,0.0,2.0,2.0,0.0,2,4.0,0.8,1,1,not specific,4.0
900,BAG,AQR,0.0,0.0,3.0,0.0,0.0,1,3.0,0.75,1,0,not specific,3.0
901,BAG,AUA,0.0,0.0,2.0,5.0,2.0,3,9.0,4.5,1,2,not specific,9.0
902,BAG,AVA,4.0,11.0,7.0,0.0,2.0,4,24.0,24.0,3,1,not specific,24.0
903,BAG,AVD,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
904,BAG,AVE,11.0,19.0,17.0,6.0,3.0,5,56.0,56.0,3,2,core,56.0
905,BAG,BAG,0.0,2.0,4.0,0.0,0.0,2,6.0,1.5,2,0,not specific,6.0
906,BAG,CEP,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
907,BAG,OLQ,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
908,BAG,PVP,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
909,BAG,RIA,26.0,34.0,36.0,37.0,11.0,5,144.0,144.0,3,2,core,144.0
910,BAG,RIB,19.0,37.0,42.0,38.0,11.0,5,147.0,73.5,3,2,core,147.0
911,BAG,RID,2.0,0.0,3.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0
912,BAG,RIG,12.0,6.0,20.0,13.0,0.0,4,51.0,25.5,3,1,not specific,51.0
913,BAG,RIP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
914,BAG,RIR,0.0,1.0,0.0,2.0,0.0,2,3.0,1.0,1,1,not specific,3.0
915,BAG,RIV,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
916,BAG,RMF,9.0,6.0,0.0,0.0,0.0,2,15.0,3.75,2,0,not specific,15.0
917,BAG,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
918,BAG,URA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
919,BAG,URX,2.0,0.0,1.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
920,BDU,ADA,0.0,0.0,3.0,0.0,3.0,2,6.0,3.0,1,1,not specific,6.0
921,BDU,ADE,0.0,2.0,7.0,0.0,0.0,2,9.0,1.8,2,0,not specific,9.0
922,BDU,ALM,7.0,4.0,5.0,14.0,0.0,4,30.0,7.5,3,1,not specific,30.0
923,BDU,AVA,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
924,BDU,AVB,2.0,0.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
925,BDU,AVD,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
926,BDU,AVF,1.0,8.0,0.0,0.0,0.0,2,9.0,4.5,2,0,not specific,9.0
927,BDU,AVH,2.0,0.0,5.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
928,BDU,AVJ,8.0,3.0,9.0,18.0,16.0,5,54.0,54.0,3,2,core,54.0
929,BDU,AVK,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
930,BDU,AVM,1.0,2.0,0.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
931,BDU,BDU,0.0,0.0,0.0,4.0,3.0,2,7.0,3.5,0,2,pristi_specific,7.0
932,BDU,CEP,0.0,0.0,1.0,12.0,3.0,3,16.0,8.0,1,2,not specific,16.0
933,BDU,HSN,3.0,1.0,6.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific,10.0
934,BDU,IL1,0.0,0.0,0.0,14.0,0.0,1,14.0,7.0,0,1,not specific,14.0
935,BDU,IL2,1.0,1.0,0.0,2.0,2.0,4,6.0,6.0,2,2,not specific,6.0
936,BDU,OLL,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
937,BDU,OLQ,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
938,BDU,PLN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
939,BDU,PVC,4.0,1.0,0.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
940,BDU,PVN,7.0,16.0,25.0,11.0,19.0,5,78.0,26.0,3,2,core,78.0
941,BDU,PVP,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific,7.0
942,BDU,PVQ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
943,BDU,PVR,0.0,0.0,0.0,17.0,10.0,2,27.0,27.0,0,2,pristi_specific,27.0
944,BDU,RIC,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
945,BDU,RID,3.0,1.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
946,BDU,RIF,4.0,0.0,2.0,1.0,0.0,3,7.0,7.0,2,1,not specific,7.0
947,BDU,RIP,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
948,BDU,RIS,0.0,0.0,0.0,16.0,2.0,2,18.0,4.5,0,2,pristi_specific,18.0
949,BDU,RMG,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
950,BDU,SDQ,0.0,1.0,2.0,5.0,7.0,4,15.0,15.0,2,2,not specific,15.0
951,BDU,SIB,0.0,0.0,0.0,9.0,0.0,1,9.0,2.25,0,1,not specific,9.0
952,BDU,URA,2.0,1.0,6.0,0.0,0.0,3,9.0,2.25,3,0,cel_specific,9.0
953,BDU,URB,0.0,0.0,0.0,7.0,2.0,2,9.0,1.8,0,2,pristi_specific,9.0
954,BDU,URY,0.0,0.0,0.0,1.0,0.0,1,1.0,0.25,0,1,not specific,1.0
955,CEP,ADE,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
956,CEP,ADL,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
957,CEP,AFD,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
958,CEP,AIN,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
959,CEP,ALM,1.0,1.0,2.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0
960,CEP,ASG,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
961,CEP,AVB,3.0,0.0,0.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
962,CEP,AVD,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
963,CEP,AVE,26.0,30.0,48.0,21.0,15.0,5,140.0,140.0,3,2,core,140.0
964,CEP,AVJ,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
965,CEP,BDU,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0
966,CEP,CEP,0.0,0.0,8.0,0.0,0.0,1,8.0,4.0,1,0,not specific,8.0
967,CEP,IL1,15.0,22.0,51.0,90.0,30.0,5,208.0,69.33333333333333,3,2,core,208.0
968,CEP,IL2,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
969,CEP,OLL,31.0,45.0,44.0,11.0,3.0,5,134.0,134.0,3,2,core,134.0
970,CEP,OLQ,24.0,23.0,77.0,0.0,0.0,3,124.0,124.0,3,0,cel_specific,124.0
971,CEP,PLN,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
972,CEP,PVR,2.0,3.0,0.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
973,CEP,RIA,0.0,1.0,3.0,18.0,2.0,4,24.0,4.8,2,2,not specific,24.0
974,CEP,RIB,4.0,4.0,9.0,0.0,0.0,3,17.0,4.25,3,0,cel_specific,17.0
975,CEP,RIC,32.0,32.0,113.0,81.0,95.0,5,353.0,353.0,3,2,core,353.0
976,CEP,RIF,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
977,CEP,RIH,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0
978,CEP,RIM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
979,CEP,RIP,4.0,4.0,15.0,0.0,6.0,4,29.0,29.0,3,1,not specific,29.0
980,CEP,RIS,2.0,2.0,3.0,2.0,3.0,5,12.0,4.0,3,2,core,12.0
981,CEP,RIV,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
982,CEP,RMD,27.0,34.0,41.0,67.0,34.0,5,203.0,203.0,3,2,core,203.0
983,CEP,RMG,1.0,1.0,9.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0
984,CEP,RMH,19.0,15.0,47.0,1.0,0.0,4,82.0,82.0,3,1,not specific,82.0
985,CEP,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
986,CEP,SIA,3.0,5.0,17.0,0.0,0.0,3,25.0,,3,0,cel_specific,25.0
987,CEP,SIB,1.0,0.0,3.0,2.0,0.0,3,6.0,1.2,2,1,not specific,6.0
988,CEP,SMB,5.0,3.0,9.0,29.0,0.0,4,46.0,11.5,3,1,not specific,46.0
989,CEP,SMD,2.0,5.0,3.0,4.0,0.0,4,14.0,7.0,3,1,not specific,14.0
990,CEP,URA,11.0,7.0,20.0,3.0,0.0,4,41.0,41.0,3,1,not specific,41.0
991,CEP,URB,8.0,12.0,25.0,0.0,0.0,3,45.0,22.5,3,0,cel_specific,45.0
992,CEP,URX,8.0,6.0,4.0,2.0,0.0,4,20.0,20.0,3,1,not specific,20.0
993,CEP,URY,9.0,6.0,17.0,0.0,0.0,3,32.0,16.0,3,0,cel_specific,32.0
994,DBn,DBn,0.0,0.0,0.0,0.0,4.0,1,4.0,4.0,0,1,not specific,4.0
995,DVA,ADA,1.0,1.0,0.0,0.0,7.0,3,9.0,9.0,2,1,not specific,9.0
996,DVA,ADE,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
997,DVA,AIZ,7.0,4.0,8.0,2.0,0.0,4,21.0,7.0,3,1,not specific,21.0
998,DVA,AQR,4.0,4.0,6.0,0.0,0.0,3,14.0,7.0,3,0,cel_specific,14.0
999,DVA,AUA,8.0,5.0,12.0,0.0,0.0,3,25.0,6.25,3,0,cel_specific,25.0
1000,DVA,AVA,2.0,3.0,9.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
1001,DVA,AVB,1.0,1.0,2.0,2.0,6.0,5,12.0,3.0,3,2,core,12.0
1002,DVA,AVD,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1003,DVA,AVE,23.0,14.0,36.0,33.0,20.0,5,126.0,25.2,3,2,core,126.0
1004,DVA,AVK,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1005,DVA,CEP,0.0,0.0,0.0,6.0,2.0,2,8.0,4.0,0,2,pristi_specific,8.0
1006,DVA,FLP,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1007,DVA,OLQ,0.0,2.0,0.0,2.0,0.0,2,4.0,4.0,1,1,not specific,4.0
1008,DVA,PVC,0.0,2.0,3.0,0.0,2.0,3,7.0,7.0,2,1,not specific,7.0
1009,DVA,PVP,1.0,0.0,3.0,0.0,7.0,3,11.0,5.5,2,1,not specific,11.0
1010,DVA,RIA,2.0,3.0,11.0,0.0,0.0,3,16.0,5.333333333333333,3,0,cel_specific,16.0
1011,DVA,RIB,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1012,DVA,RIC,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
1013,DVA,RIH,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
1014,DVA,RIM,1.0,1.0,5.0,2.0,0.0,4,9.0,3.0,3,1,not specific,9.0
1015,DVA,RIP,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1016,DVA,RIR,4.0,2.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific,10.0
1017,DVA,RIV,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1018,DVA,RMF,1.0,0.0,0.0,0.0,4.0,2,5.0,1.6666666666666667,1,1,not specific,5.0
1019,DVA,SAA,0.0,0.0,9.0,0.0,0.0,1,9.0,9.0,1,0,not specific,9.0
1020,DVA,SAB,0.0,0.0,3.0,4.0,4.0,3,11.0,5.5,1,2,not specific,11.0
1021,DVA,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1022,DVA,SIA,2.0,0.0,0.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0
1023,DVA,SIB,0.0,1.0,0.0,8.0,4.0,3,13.0,13.0,1,2,not specific,13.0
1024,DVA,SMB,6.0,6.0,23.0,0.0,0.0,3,35.0,8.75,3,0,cel_specific,35.0
1025,DVA,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1026,DVA,URX,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1027,DVA,URY,1.0,2.0,3.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific,6.0
1028,DVA,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1029,DVC,ADA,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1030,DVC,ADE,0.0,0.0,0.0,17.0,0.0,1,17.0,17.0,0,1,not specific,17.0
1031,DVC,AIB,16.0,12.0,6.0,26.0,26.0,5,86.0,86.0,3,2,core,86.0
1032,DVC,AIZ,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1033,DVC,AQR,0.0,1.0,0.0,15.0,0.0,2,16.0,16.0,1,1,not specific,16.0
1034,DVC,AVA,16.0,15.0,50.0,44.0,43.0,5,168.0,168.0,3,2,core,168.0
1035,DVC,AVB,0.0,0.0,1.0,0.0,7.0,2,8.0,4.0,1,1,not specific,8.0
1036,DVC,AVE,1.0,3.0,0.0,0.0,7.0,3,11.0,3.6666666666666665,2,1,not specific,11.0
1037,DVC,AVK,6.0,2.0,2.0,11.0,0.0,4,21.0,7.0,3,1,not specific,21.0
1038,DVC,AVL,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1039,DVC,CEP,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1040,DVC,DVC,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
1041,DVC,FLP,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
1042,DVC,OLL,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1043,DVC,PVT,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
1044,DVC,RIB,10.0,14.0,8.0,14.0,5.0,5,51.0,12.75,3,2,core,51.0
1045,DVC,RID,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1046,DVC,RIG,16.0,23.0,29.0,4.0,0.0,4,72.0,72.0,3,1,not specific,72.0
